gf,ga,xg,xga,poss,attendance,sh,sot,dist,fk,pk,pkatt,season,result
1,6,1.7,1.6,61.0,40636.0,11.0,3.0,15.4,0.0,0,0,2023,0.0
1,1,1.3,0.7,34.0,53306.0,5.0,3.0,19.5,0.0,0,1,2022,0.5
1,1,0.1,1.7,26.0,53444.0,2.0,1.0,25.1,0.0,0,0,2022,0.5
1,1,1.0,1.0,62.0,52256.0,8.0,2.0,13.5,0.0,0,0,2022,0.5
2,2,2.7,1.8,70.0,62481.0,10.0,5.0,13.9,0.0,0,1,2022,0.5
1,1,1.4,1.2,48.0,52223.0,18.0,5.0,19.3,2.0,0,0,2021,0.5
2,1,1.2,1.6,40.0,24444.0,15.0,4.0,18.2,1.0,0,0,2023,1.0
2,0,2.2,0.2,55.0,20019.0,14.0,5.0,16.4,1.0,0,0,2021,1.0
0,0,2.1,0.6,57.0,31166.0,20.0,4.0,16.6,0.0,0,0,2021,0.5
3,2,2.2,2.4,38.0,24351.0,9.0,4.0,14.5,0.0,1,1,2021,1.0
1,2,1.3,1.1,49.0,10918.0,18.0,2.0,13.1,0.0,0,0,2023,0.0
2,2,1.2,0.8,63.0,73489.0,16.0,5.0,14.4,0.0,0,0,2023,0.5
1,6,1.4,2.7,27.0,36657.0,13.0,3.0,17.6,0.0,0,0,2022,0.0
2,1,1.2,0.8,51.0,25125.0,14.0,4.0,17.3,1.0,0,0,2022,1.0
2,1,0.8,1.2,78.0,59984.0,15.0,7.0,19.1,0.0,0,0,2023,1.0
5,0,3.1,0.8,71.0,53336.0,21.0,9.0,16.0,1.0,0,0,2021,1.0
2,2,1.6,4.2,31.0,39535.0,18.0,6.0,14.4,2.0,0,0,2023,0.5
2,0,1.7,1.0,75.0,31406.0,15.0,8.0,16.4,0.0,0,0,2023,1.0
1,2,1.8,2.2,74.0,61171.0,23.0,6.0,17.1,1.0,0,0,2023,0.0
0,2,2.1,0.9,69.0,40082.0,27.0,7.0,16.3,0.0,0,0,2022,0.0
0,0,0.2,1.5,46.0,31552.0,4.0,1.0,17.8,0.0,0,0,2022,0.5
0,2,0.4,1.7,18.0,53213.0,9.0,1.0,19.1,1.0,0,0,2021,0.0
2,2,1.8,1.2,31.0,36293.0,16.0,7.0,20.9,0.0,1,1,2021,0.5
0,1,0.3,2.2,26.0,20391.0,6.0,4.0,19.0,1.0,0,0,2021,0.0
1,2,2.6,1.3,42.0,17107.0,10.0,4.0,15.5,0.0,1,2,2022,0.0
2,0,1.6,0.6,41.0,9972.0,15.0,6.0,18.9,1.0,0,0,2022,1.0
1,0,0.9,0.5,43.0,30414.0,16.0,2.0,17.6,0.0,0,0,2022,1.0
2,0,2.7,0.4,63.0,17039.0,26.0,11.0,15.7,2.0,0,0,2021,1.0
1,0,0.4,0.9,30.0,29363.0,6.0,2.0,18.9,0.0,0,0,2022,1.0
0,3,0.7,1.1,55.0,62455.0,14.0,3.0,20.5,0.0,0,0,2023,0.0
1,1,0.6,2.1,43.0,10893.0,3.0,3.0,7.0,0.0,0,0,2023,0.5
2,1,2.0,1.6,60.0,60000.0,17.0,10.0,17.1,0.0,0,0,2021,1.0
0,3,0.2,1.5,51.0,36400.0,4.0,1.0,22.5,0.0,0,0,2021,0.0
4,4,1.8,4.0,31.0,31129.0,15.0,10.0,17.5,1.0,0,0,2022,0.5
2,2,0.7,1.7,29.0,62474.0,11.0,8.0,17.0,0.0,0,0,2023,0.5
4,1,1.4,0.5,48.0,27383.0,12.0,6.0,17.9,0.0,0,0,2021,1.0
1,1,1.1,0.8,48.0,39503.0,5.0,1.0,19.7,0.0,1,1,2022,0.5
0,0,1.0,0.7,72.0,52178.0,12.0,1.0,14.2,0.0,0,0,2023,0.5
2,1,2.0,0.8,71.0,59757.0,14.0,1.0,18.7,0.0,1,1,2021,1.0
0,0,0.9,1.5,59.0,31178.0,7.0,1.0,18.7,1.0,0,0,2022,0.5
0,5,0.2,4.4,20.0,52276.0,1.0,0.0,6.8,0.0,0,0,2021,0.0
3,0,0.8,1.6,63.0,39376.0,9.0,4.0,19.3,2.0,0,0,2022,1.0
1,0,1.8,0.9,57.0,52602.0,14.0,2.0,22.6,0.0,1,1,2022,1.0
2,1,1.0,0.6,52.0,30483.0,7.0,3.0,19.7,0.0,0,0,2021,1.0
2,1,1.5,1.8,61.0,61808.0,13.0,6.0,15.1,0.0,0,0,2023,1.0
1,3,0.6,3.0,47.0,58685.0,6.0,1.0,9.1,0.0,0,0,2021,0.0
0,0,1.6,1.4,52.0,53126.0,11.0,2.0,13.8,0.0,0,0,2022,0.5
1,1,1.8,0.8,74.0,31178.0,20.0,5.0,17.5,0.0,0,0,2021,0.5
0,5,0.5,2.8,49.0,60095.0,6.0,0.0,14.7,1.0,0,0,2022,0.0
2,3,2.4,2.2,48.0,59951.0,15.0,5.0,12.6,0.0,0,0,2021,0.0
2,2,1.2,1.2,67.0,22207.0,11.0,3.0,12.4,0.0,0,0,2022,0.5
0,0,1.3,0.6,46.0,17090.0,15.0,3.0,17.4,0.0,0,0,2023,0.5
1,0,2.0,1.8,44.0,30953.0,13.0,4.0,13.6,0.0,0,0,2022,1.0
2,1,1.6,0.7,68.0,17080.0,14.0,8.0,16.8,1.0,0,0,2022,1.0
6,2,2.2,1.8,44.0,61450.0,16.0,11.0,16.5,0.0,0,0,2022,1.0
1,4,2.2,2.4,60.0,17109.0,14.0,4.0,13.8,0.0,0,0,2023,0.0
3,3,1.9,1.3,27.0,30010.0,8.0,4.0,15.7,0.0,0,0,2023,0.5
0,1,0.4,2.2,36.0,73599.0,10.0,4.0,21.9,1.0,0,0,2023,0.0
2,0,3.1,0.6,53.0,51687.0,19.0,6.0,15.8,0.0,1,1,2023,1.0
2,1,1.0,1.2,39.0,29454.0,10.0,1.0,27.6,1.0,1,1,2023,1.0
2,0,1.7,1.7,45.0,26361.0,17.0,6.0,19.4,0.0,0,0,2021,1.0
2,0,0.9,1.8,58.0,41754.0,8.0,4.0,18.0,1.0,0,0,2022,1.0
0,4,0.8,1.4,47.0,25132.0,19.0,4.0,20.1,0.0,0,0,2022,0.0
0,1,2.1,0.6,44.0,30621.0,15.0,5.0,15.9,0.0,0,0,2021,0.0
1,2,1.7,0.5,63.0,31587.0,17.0,7.0,19.6,1.0,0,0,2021,0.0
1,3,1.3,3.3,38.0,40109.0,5.0,1.0,24.0,0.0,1,1,2021,0.0
0,0,0.9,0.7,63.0,25842.0,12.0,4.0,16.0,1.0,0,0,2022,0.5
0,2,1.3,1.1,71.0,39929.0,15.0,4.0,16.5,0.0,0,0,2022,0.0
4,0,1.6,0.9,34.0,17051.0,13.0,7.0,18.6,1.0,0,0,2022,1.0
3,1,1.0,0.8,60.0,24414.0,14.0,7.0,18.8,2.0,0,0,2023,1.0
1,1,0.2,2.0,37.0,30675.0,3.0,1.0,22.2,0.0,0,0,2021,0.5
1,0,2.3,0.6,58.0,39221.0,15.0,6.0,17.1,0.0,0,0,2023,1.0
1,4,0.8,1.6,38.0,60247.0,9.0,5.0,14.6,1.0,0,0,2022,0.0
0,1,0.4,0.9,44.0,61093.0,7.0,2.0,17.6,1.0,0,0,2022,0.0
2,2,1.3,1.3,45.0,53197.0,6.0,4.0,22.9,0.0,0,0,2021,0.5
0,0,1.0,0.8,53.0,73439.0,17.0,4.0,21.2,2.0,0,0,2022,0.5
1,0,1.0,1.0,46.0,10405.0,9.0,3.0,13.0,0.0,0,0,2022,1.0
0,0,2.2,0.4,60.0,52211.0,16.0,5.0,15.4,1.0,0,0,2022,0.5
3,0,2.2,0.4,66.0,32225.0,16.0,5.0,17.5,1.0,0,0,2022,1.0
1,4,1.3,1.7,51.0,32184.0,11.0,4.0,16.8,2.0,0,0,2022,0.0
0,2,0.6,1.6,49.0,52274.0,11.0,2.0,21.1,0.0,0,0,2021,0.0
1,2,1.5,1.7,39.0,30617.0,14.0,5.0,15.7,0.0,0,0,2021,0.0
0,2,0.4,0.7,62.0,41925.0,6.0,2.0,17.7,0.0,0,0,2021,0.0
1,0,1.5,0.2,49.0,52247.0,16.0,4.0,14.2,0.0,0,0,2022,1.0
2,0,1.0,1.5,48.0,42640.0,11.0,5.0,14.7,0.0,0,0,2023,1.0
0,1,0.4,2.2,33.0,24622.0,6.0,1.0,17.7,0.0,0,0,2021,0.0
2,0,0.7,0.7,32.0,53014.0,8.0,3.0,15.3,0.0,0,0,2021,1.0
3,0,2.4,0.7,65.0,73608.0,17.0,8.0,15.9,0.0,0,0,2022,1.0
2,0,2.2,0.6,73.0,53104.0,19.0,2.0,18.7,0.0,1,1,2021,1.0
2,4,0.5,2.7,50.0,60033.0,6.0,2.0,14.6,0.0,0,0,2022,0.0
1,3,0.8,2.9,46.0,30208.0,10.0,2.0,14.9,0.0,0,0,2023,0.0
4,1,2.2,2.4,51.0,28964.0,16.0,9.0,16.0,0.0,0,0,2023,1.0
1,2,0.7,1.1,48.0,11154.0,13.0,4.0,17.1,0.0,0,0,2023,0.0
2,3,2.2,1.5,55.0,73582.0,21.0,7.0,14.6,0.0,0,0,2023,0.0
2,1,2.9,0.6,68.0,60312.0,26.0,5.0,14.1,0.0,0,0,2023,1.0
0,2,0.8,1.7,50.0,62449.0,13.0,3.0,16.5,0.0,0,0,2022,0.0
2,2,3.3,1.2,69.0,11074.0,31.0,11.0,16.9,0.0,0,1,2023,0.5
1,1,2.6,0.6,72.0,31511.0,29.0,11.0,14.2,2.0,0,0,2023,0.5
3,0,2.0,1.1,65.0,38092.0,20.0,8.0,18.5,0.0,0,0,2021,1.0
1,2,1.6,1.8,71.0,61532.0,15.0,4.0,14.3,0.0,0,0,2023,0.0
0,2,0.7,1.0,59.0,61651.0,6.0,1.0,15.2,1.0,0,0,2022,0.0
1,1,1.2,1.0,64.0,20000.0,12.0,2.0,16.1,0.0,0,0,2021,0.5
0,0,0.8,1.2,64.0,26777.0,11.0,3.0,16.1,0.0,0,0,2021,0.5
0,4,0.3,2.9,29.0,52127.0,5.0,1.0,19.9,0.0,0,0,2021,0.0
3,0,2.0,0.6,63.0,73482.0,8.0,4.0,20.3,1.0,1,1,2021,1.0
2,4,0.9,1.7,59.0,62450.0,14.0,7.0,16.7,0.0,0,0,2023,0.0
6,0,3.6,0.2,70.0,62475.0,24.0,11.0,16.0,0.0,1,1,2023,1.0
0,0,0.4,1.5,35.0,10113.0,5.0,2.0,16.1,0.0,0,0,2022,0.5
4,1,5.2,1.9,42.0,73561.0,17.0,8.0,15.3,0.0,1,1,2022,1.0
2,1,1.3,2.1,49.0,31012.0,11.0,4.0,15.0,0.0,0,0,2021,1.0
3,2,1.6,0.7,44.0,37753.0,12.0,7.0,19.7,0.0,0,0,2023,1.0
3,0,2.2,2.4,49.0,39257.0,8.0,3.0,17.4,0.0,1,1,2023,1.0
0,0,2.8,0.6,73.0,25309.0,19.0,4.0,17.2,0.0,0,0,2021,0.5
0,5,1.6,3.4,38.0,73088.0,12.0,3.0,15.5,0.0,0,0,2021,0.0
0,4,1.2,2.4,27.0,60213.0,8.0,5.0,14.9,0.0,0,0,2022,0.0
2,0,2.4,1.7,47.0,61065.0,7.0,4.0,14.5,0.0,1,1,2023,1.0
1,0,0.5,0.6,38.0,52207.0,10.0,2.0,21.5,1.0,0,0,2021,1.0
1,0,1.4,1.4,35.0,11042.0,16.0,5.0,19.4,0.0,0,0,2023,1.0
0,1,0.6,2.8,39.0,32087.0,6.0,1.0,12.1,0.0,0,0,2021,0.0
0,2,0.9,2.1,30.0,52711.0,7.0,2.0,14.5,0.0,0,0,2021,0.0
2,2,1.0,1.5,42.0,52598.0,9.0,6.0,17.0,0.0,0,0,2021,0.5
1,2,1.4,0.8,65.0,61405.0,17.0,4.0,16.4,0.0,0,0,2022,0.0
4,1,2.4,0.7,67.0,39641.0,16.0,7.0,16.5,1.0,0,0,2021,1.0
0,3,0.7,2.7,32.0,52824.0,6.0,1.0,21.2,0.0,0,0,2021,0.0
1,0,0.6,2.1,56.0,30621.0,10.0,3.0,18.8,1.0,0,0,2021,1.0
0,2,0.4,3.1,22.0,39599.0,6.0,1.0,19.7,1.0,0,0,2023,0.0
1,3,2.5,1.8,75.0,62451.0,16.0,3.0,17.1,0.0,0,1,2023,0.0
2,3,1.1,2.7,57.0,60059.0,8.0,3.0,18.0,0.0,0,0,2022,0.0
1,0,1.5,2.7,58.0,39940.0,9.0,2.0,13.2,0.0,0,0,2023,1.0
4,0,0.9,2.1,40.0,31425.0,5.0,4.0,14.7,0.0,0,0,2022,1.0
1,2,0.5,2.9,30.0,61534.0,7.0,3.0,17.7,0.0,0,0,2023,0.0
2,0,2.2,0.5,75.0,62443.0,13.0,1.0,18.7,1.0,1,1,2022,1.0
2,2,0.7,1.6,39.0,29145.0,9.0,5.0,20.9,0.0,0,0,2021,0.5
1,3,0.4,2.6,42.0,41907.0,8.0,1.0,18.8,0.0,0,0,2021,0.0
0,2,1.1,2.1,48.0,62459.0,16.0,2.0,15.7,0.0,0,0,2023,0.0
1,3,0.8,2.5,57.0,30057.0,13.0,10.0,20.4,2.0,0,0,2021,0.0
0,0,0.4,0.5,44.0,25202.0,10.0,5.0,22.4,0.0,0,0,2022,0.5
0,4,0.6,1.4,36.0,31596.0,7.0,3.0,16.0,0.0,0,0,2023,0.0
0,1,0.2,2.2,46.0,52838.0,5.0,1.0,19.5,1.0,0,0,2022,0.0
3,4,3.1,1.8,64.0,29154.0,18.0,4.0,14.0,0.0,1,1,2022,0.0
3,0,2.3,0.2,60.0,40539.0,17.0,6.0,14.5,0.0,0,0,2021,1.0
0,0,1.0,0.4,64.0,52698.0,16.0,1.0,16.4,1.0,0,0,2021,0.5
4,1,1.6,0.8,62.0,60247.0,15.0,5.0,16.4,0.0,0,0,2022,1.0
1,2,0.8,0.7,48.0,26913.0,14.0,3.0,21.8,3.0,0,0,2021,0.0
2,2,2.9,1.7,57.0,29361.0,19.0,8.0,11.1,0.0,0,0,2023,0.5
1,5,1.8,3.3,48.0,52207.0,16.0,6.0,14.5,1.0,0,0,2023,0.0
0,2,1.7,1.3,55.0,31662.0,17.0,2.0,14.2,0.0,0,0,2023,0.0
2,1,1.7,1.4,37.0,28863.0,9.0,5.0,16.9,0.0,0,0,2021,1.0
6,0,4.2,0.5,70.0,31359.0,24.0,14.0,15.3,0.0,0,0,2021,1.0
1,0,2.2,1.1,71.0,31600.0,20.0,6.0,16.3,0.0,0,0,2022,1.0
0,1,0.9,0.8,52.0,39098.0,10.0,4.0,16.6,0.0,0,0,2023,0.0
1,5,0.5,3.6,27.0,53013.0,5.0,2.0,14.5,0.0,0,0,2021,0.0
4,3,2.1,1.2,61.0,50124.0,26.0,12.0,18.9,1.0,0,0,2023,1.0
1,3,0.5,0.6,58.0,42058.0,8.0,3.0,19.7,1.0,0,0,2022,0.0
0,1,0.9,0.7,61.0,39068.0,17.0,6.0,20.7,1.0,0,0,2021,0.0
1,2,1.7,1.9,50.0,21045.0,18.0,4.0,16.3,2.0,0,0,2021,0.0
0,2,0.8,1.0,47.0,17115.0,8.0,2.0,15.1,0.0,0,0,2023,0.0
1,3,0.6,2.5,35.0,31257.0,11.0,2.0,18.7,0.0,0,0,2023,0.0
0,2,0.5,1.5,43.0,61476.0,6.0,1.0,16.0,1.0,0,0,2022,0.0
4,1,1.9,1.6,42.0,10434.0,12.0,7.0,12.5,0.0,0,0,2022,1.0
2,2,1.7,2.0,59.0,32190.0,18.0,5.0,18.2,2.0,1,1,2021,0.5
4,4,2.9,2.9,55.0,39532.0,14.0,9.0,16.6,1.0,1,1,2023,0.5
0,2,0.7,2.3,51.0,60257.0,6.0,1.0,16.9,0.0,0,0,2023,0.0
3,2,1.1,1.7,46.0,73574.0,13.0,7.0,18.0,1.0,0,0,2023,1.0
1,4,1.4,1.1,46.0,20012.0,8.0,1.0,13.3,0.0,0,0,2021,0.0
2,3,1.8,2.4,57.0,21798.0,13.0,5.0,14.1,0.0,0,0,2022,0.0
0,1,0.3,1.0,51.0,52264.0,5.0,2.0,14.0,0.0,0,0,2022,0.0
3,5,2.8,1.6,43.0,24442.0,16.0,7.0,20.9,2.0,1,2,2022,0.0
3,0,2.1,0.5,53.0,60059.0,20.0,9.0,14.5,0.0,0,0,2021,1.0
1,1,1.5,1.3,65.0,50407.0,22.0,9.0,20.4,0.0,0,0,2021,0.5
0,3,1.2,4.3,44.0,36507.0,9.0,4.0,15.2,0.0,0,0,2021,0.0
0,0,0.4,2.2,44.0,36582.0,6.0,1.0,16.8,0.0,0,0,2022,0.5
2,1,1.1,1.3,51.0,10918.0,14.0,4.0,20.2,0.0,0,0,2023,1.0
0,5,0.5,3.3,25.0,21085.0,6.0,2.0,18.2,0.0,0,0,2021,0.0
2,3,1.2,1.0,69.0,59909.0,16.0,5.0,16.7,1.0,0,0,2021,0.0
1,3,1.0,2.4,49.0,26649.0,12.0,5.0,20.7,1.0,0,0,2021,0.0
1,1,1.6,1.5,29.0,40468.0,9.0,3.0,17.2,0.0,1,1,2021,0.5
0,2,0.6,3.1,47.0,51687.0,8.0,2.0,16.3,0.0,0,0,2023,0.0
3,0,1.8,0.6,61.0,59653.0,15.0,5.0,15.7,0.0,0,0,2021,1.0
1,0,2.0,0.7,54.0,31658.0,16.0,6.0,14.9,1.0,0,0,2022,1.0
1,2,0.8,1.5,38.0,24344.0,9.0,3.0,24.5,1.0,0,0,2022,0.0
1,0,1.9,0.8,66.0,10290.0,15.0,4.0,16.9,1.0,0,0,2023,1.0
1,1,1.3,1.5,66.0,10419.0,15.0,7.0,16.9,0.0,0,0,2022,0.5
0,0,1.6,0.3,42.0,16958.0,9.0,2.0,12.9,0.0,0,0,2021,0.5
1,1,2.4,1.4,57.0,52135.0,18.0,5.0,15.7,0.0,0,0,2023,0.5
1,2,0.5,0.9,57.0,59959.0,8.0,3.0,14.0,0.0,0,0,2021,0.0
2,1,1.2,1.5,42.0,31504.0,10.0,3.0,24.6,2.0,1,1,2023,1.0
2,4,2.8,2.1,44.0,32020.0,16.0,4.0,16.4,1.0,1,1,2021,0.0
1,2,1.2,1.2,47.0,62008.0,14.0,5.0,14.4,0.0,0,0,2022,0.0
3,4,2.1,3.3,53.0,31641.0,15.0,5.0,16.6,1.0,1,1,2023,0.0
2,0,2.4,1.0,39.0,29301.0,15.0,5.0,19.3,2.0,0,0,2022,1.0
2,0,0.9,2.1,31.0,40082.0,5.0,2.0,22.5,0.0,0,0,2022,1.0
4,0,2.4,0.2,65.0,53365.0,21.0,8.0,13.9,0.0,0,0,2022,1.0
1,1,1.3,0.7,56.0,36478.0,18.0,5.0,17.7,1.0,0,0,2021,0.5
2,2,2.2,2.2,38.0,52224.0,12.0,6.0,20.3,0.0,0,0,2023,0.5
2,1,0.2,1.1,50.0,16982.0,7.0,2.0,21.7,0.0,0,0,2021,1.0
4,0,1.7,0.1,67.0,53453.0,19.0,7.0,17.5,0.0,0,0,2022,1.0
2,0,0.8,1.1,50.0,30769.0,11.0,9.0,18.4,0.0,0,0,2022,1.0
3,1,1.6,2.4,52.0,32170.0,12.0,6.0,15.1,0.0,0,0,2022,1.0
3,1,1.6,0.2,50.0,31604.0,18.0,7.0,16.4,0.0,0,0,2021,1.0
0,0,0.6,1.3,34.0,40041.0,10.0,4.0,23.0,0.0,0,0,2022,0.5
0,1,0.5,3.0,34.0,32231.0,6.0,2.0,13.4,0.0,0,0,2021,0.0
2,1,0.8,2.6,48.0,30860.0,8.0,3.0,16.3,0.0,0,0,2023,1.0
1,3,0.2,1.6,50.0,31604.0,7.0,2.0,22.0,0.0,0,0,2021,0.0
2,0,1.6,0.3,72.0,52187.0,19.0,3.0,17.4,0.0,0,0,2023,1.0
0,2,1.0,1.8,59.0,25078.0,16.0,3.0,18.9,1.0,0,0,2023,0.0
2,2,0.5,2.4,34.0,31650.0,9.0,3.0,22.7,1.0,0,0,2021,0.5
4,0,2.7,0.4,49.0,62469.0,18.0,5.0,14.9,0.0,0,0,2022,1.0
0,1,1.1,2.2,29.0,31600.0,12.0,2.0,15.3,0.0,0,0,2022,0.0
1,0,1.7,1.7,42.0,30368.0,7.0,5.0,14.6,0.0,1,1,2021,1.0
1,3,1.0,2.4,28.0,39327.0,7.0,2.0,12.5,0.0,0,0,2023,0.0
3,1,3.2,0.3,58.0,62475.0,24.0,8.0,16.5,1.0,0,0,2023,1.0
2,2,2.0,0.7,38.0,11191.0,15.0,7.0,13.6,0.0,0,0,2023,0.5
0,2,1.3,0.4,66.0,23598.0,19.0,5.0,16.3,1.0,0,0,2023,0.0
2,2,4.2,1.6,69.0,39535.0,32.0,12.0,17.8,0.0,1,1,2023,0.5
1,1,1.7,2.2,36.0,40130.0,13.0,4.0,17.1,0.0,0,0,2022,0.5
0,4,2.1,0.9,60.0,31425.0,21.0,5.0,15.7,1.0,0,0,2022,0.0
0,1,0.6,0.6,44.0,30178.0,14.0,3.0,19.5,1.0,0,0,2021,0.0
2,0,1.9,1.6,53.0,39309.0,8.0,4.0,22.1,1.0,1,1,2022,1.0
0,1,0.7,0.8,59.0,31498.0,14.0,4.0,18.5,0.0,0,0,2022,0.0
1,1,0.6,0.8,47.0,59949.0,11.0,3.0,14.4,0.0,0,0,2021,0.5
1,1,1.0,0.7,52.0,57548.0,13.0,3.0,20.1,1.0,0,0,2023,0.5
2,4,1.7,2.6,62.0,42055.0,19.0,4.0,17.5,0.0,0,0,2022,0.0
0,3,0.5,1.5,37.0,17122.0,5.0,2.0,13.9,1.0,0,0,2022,0.0
0,1,0.7,1.2,36.0,73309.0,6.0,1.0,16.5,0.0,0,0,2022,0.0
3,2,1.4,2.1,72.0,38819.0,18.0,6.0,18.1,1.0,0,0,2021,1.0
0,2,0.6,1.6,59.0,9972.0,6.0,2.0,14.8,0.0,0,0,2022,0.0
1,2,1.3,0.9,50.0,21319.0,10.0,4.0,17.2,0.0,1,1,2023,0.0
1,4,0.5,3.3,33.0,22913.0,3.0,1.0,16.2,0.0,0,0,2022,0.0
1,1,0.7,0.3,60.0,29208.0,12.0,2.0,20.2,3.0,0,0,2022,0.5
1,3,0.6,4.3,31.0,36889.0,9.0,1.0,19.3,2.0,0,0,2022,0.0
2,2,1.7,0.7,54.0,59475.0,17.0,6.0,17.6,1.0,0,0,2021,0.5
2,0,1.7,2.1,55.0,61910.0,17.0,6.0,13.8,0.0,0,0,2023,1.0
2,0,3.4,0.2,53.0,17075.0,24.0,9.0,12.8,0.0,0,0,2022,1.0
1,3,2.4,3.5,62.0,52207.0,18.0,5.0,15.1,1.0,1,1,2023,0.0
0,5,0.5,3.4,41.0,27022.0,9.0,0.0,18.6,0.0,0,0,2021,0.0
3,1,1.6,2.3,70.0,53329.0,11.0,3.0,17.8,0.0,1,1,2022,1.0
3,2,1.5,1.8,58.0,17103.0,16.0,4.0,15.7,1.0,0,0,2023,1.0
4,2,1.6,2.7,35.0,31570.0,11.0,4.0,17.7,2.0,0,0,2022,1.0
2,3,1.2,3.2,36.0,41613.0,9.0,5.0,15.4,0.0,0,0,2023,0.0
2,2,1.2,1.3,75.0,40030.0,14.0,6.0,17.4,1.0,0,0,2022,0.5
0,9,0.3,3.3,31.0,53328.0,5.0,2.0,18.2,0.0,0,0,2022,0.0
0,2,2.0,1.9,38.0,52758.0,14.0,4.0,12.9,0.0,0,0,2022,0.0
0,1,1.0,0.4,47.0,39298.0,14.0,4.0,15.2,0.0,0,0,2022,0.0
0,1,1.2,1.0,66.0,24418.0,14.0,4.0,17.6,0.0,0,0,2023,0.0
1,4,1.3,1.8,70.0,39061.0,21.0,8.0,20.1,0.0,0,0,2021,0.0
0,2,1.6,2.7,49.0,73601.0,23.0,6.0,16.9,1.0,0,0,2023,0.0
1,1,1.0,2.0,28.0,52970.0,7.0,3.0,14.7,0.0,0,0,2022,0.5
0,0,0.7,0.3,52.0,20653.0,16.0,5.0,16.8,0.0,0,0,2021,0.5
1,0,1.7,1.7,39.0,30813.0,11.0,2.0,19.4,0.0,0,0,2022,1.0
2,1,2.6,0.8,71.0,60164.0,22.0,8.0,15.5,1.0,0,0,2022,1.0
1,0,1.8,0.7,39.0,59946.0,13.0,4.0,16.7,1.0,0,0,2021,1.0
4,1,2.4,2.2,40.0,17109.0,11.0,5.0,17.8,0.0,0,0,2023,1.0
2,4,2.6,3.6,42.0,42131.0,10.0,3.0,16.4,0.0,0,0,2023,0.0
0,1,0.1,2.7,34.0,30729.0,3.0,1.0,23.7,0.0,0,0,2021,0.0
4,0,1.1,1.6,48.0,41949.0,11.0,5.0,18.8,0.0,0,0,2021,1.0
1,0,1.2,0.2,58.0,41893.0,8.0,1.0,14.8,0.0,0,0,2022,1.0
0,1,0.5,0.9,42.0,25109.0,7.0,0.0,14.6,0.0,0,0,2021,0.0
0,3,0.9,1.4,54.0,38939.0,9.0,2.0,17.1,2.0,0,0,2022,0.0
4,1,2.5,0.5,52.0,53482.0,14.0,9.0,15.9,0.0,0,0,2022,1.0
1,3,1.0,1.8,34.0,26684.0,7.0,2.0,25.7,0.0,1,1,2021,0.0
3,1,2.5,0.7,43.0,21591.0,16.0,6.0,13.4,0.0,0,0,2023,1.0
1,3,1.9,0.6,34.0,31010.0,13.0,3.0,16.1,1.0,0,1,2022,0.0
2,3,2.4,0.6,51.0,31041.0,21.0,4.0,16.3,1.0,0,0,2023,0.0
1,4,0.7,2.4,33.0,39641.0,8.0,2.0,20.8,1.0,0,0,2021,0.0
3,1,1.6,0.9,28.0,17163.0,10.0,7.0,10.5,0.0,0,0,2022,1.0
1,0,3.0,0.5,66.0,32231.0,25.0,4.0,19.0,0.0,0,1,2021,1.0
1,0,0.4,1.7,51.0,32236.0,7.0,4.0,19.1,0.0,0,0,2021,1.0
1,4,0.5,2.5,48.0,53482.0,8.0,2.0,18.0,1.0,0,0,2022,0.0
1,0,1.0,1.3,47.0,39700.0,15.0,7.0,18.2,1.0,0,0,2023,1.0
1,1,0.8,2.6,27.0,11049.0,8.0,5.0,17.9,0.0,0,0,2023,0.5
1,2,1.1,0.6,67.0,30056.0,14.0,5.0,13.9,0.0,0,0,2021,0.0
1,2,0.6,2.2,29.0,32089.0,8.0,3.0,21.9,1.0,0,0,2021,0.0
0,4,0.6,0.7,34.0,29658.0,9.0,0.0,21.8,2.0,0,0,2021,0.0
0,1,0.7,0.4,37.0,31505.0,9.0,4.0,19.3,2.0,0,0,2023,0.0
1,1,2.7,0.8,49.0,25103.0,21.0,4.0,16.5,0.0,0,0,2023,0.5
3,2,2.8,1.2,66.0,73595.0,17.0,8.0,20.3,0.0,1,1,2023,1.0
1,3,0.5,2.3,30.0,41785.0,7.0,1.0,17.3,0.0,0,0,2023,0.0
2,5,1.5,3.7,49.0,38834.0,15.0,4.0,15.7,0.0,0,0,2021,0.0
2,0,2.6,0.8,57.0,53259.0,15.0,6.0,13.6,0.0,0,0,2022,1.0
4,0,2.4,1.2,73.0,60213.0,15.0,5.0,12.9,0.0,0,0,2022,1.0
2,2,2.0,2.5,60.0,61586.0,17.0,7.0,17.9,2.0,0,0,2022,0.5
2,2,1.0,1.3,56.0,39723.0,13.0,3.0,14.3,0.0,0,0,2023,0.5
0,0,1.7,2.1,39.0,39240.0,14.0,3.0,15.5,0.0,0,0,2022,0.5
0,0,0.8,0.8,37.0,73726.0,9.0,2.0,14.7,1.0,0,0,2022,0.5
0,1,0.5,0.6,58.0,41796.0,9.0,3.0,20.5,0.0,0,0,2022,0.0
3,3,1.8,2.1,31.0,52258.0,12.0,5.0,14.8,1.0,0,0,2022,0.5
1,2,1.6,1.3,74.0,52786.0,29.0,6.0,20.9,0.0,0,0,2022,0.0
1,1,0.7,1.7,37.0,31311.0,10.0,4.0,20.7,1.0,0,0,2022,0.5
1,1,0.5,0.8,51.0,24399.0,10.0,5.0,24.2,1.0,0,0,2022,0.5
